,District,Year,CompBenchmark,CompYoYChange
4560,Etobicoke,2017,828700.0,25.12
4561,Etobicoke,2017,852900.0,26.13
4562,Etobicoke,2017,846000.0,21.81
4563,Etobicoke,2017,821300.0,18.32
4564,Etobicoke,2017,801400.0,14.53
4565,Etobicoke,2017,800200.0,13.33
4566,Etobicoke,2017,807300.0,11.2
4567,Etobicoke,2017,800200.0,10.4
4568,Etobicoke,2017,808500.0,11.31
4569,Etobicoke,2018,806100.0,10.13
4570,Etobicoke,2018,818100.0,8.11
4571,Etobicoke,2018,839200.0,3.8
4572,Etobicoke,2018,854000.0,1.81
4573,Etobicoke,2018,866700.0,0.37
4574,Etobicoke,2018,884300.0,4.52
4575,Etobicoke,2018,886700.0,7.96
4576,Etobicoke,2018,872300.0,8.86
4577,Etobicoke,2018,870700.0,8.82
4578,Etobicoke,2018,873500.0,8.2
4579,Etobicoke,2018,875500.0,9.42
4580,Etobicoke,2018,861200.0,6.51
4581,Etobicoke,2019,864000.0,7.17
4582,Etobicoke,2019,868700.0,6.19
4583,Etobicoke,2019,889900.0,6.03
4584,Etobicoke,2019,907400.0,6.26
4585,Etobicoke,2019,916600.0,5.75
4586,Etobicoke,2019,925400.0,4.64
4587,Etobicoke,2019,921400.0,3.96
4588,Etobicoke,2019,929700.0,6.58
4589,Etobicoke,2019,941300.0,8.1
4590,Etobicoke,2019,935700.0,7.12
4591,Etobicoke,2019,935700.0,6.88
4592,Etobicoke,2019,940100.0,9.17
4593,Etobicoke,2020,949300.0,9.88
4594,Etobicoke,2020,964800.0,11.06
4595,Etobicoke,2020,993500.0,11.65
4596,Etobicoke,2020,995900.0,9.75
4597,Etobicoke,2020,1006300.0,9.83
4598,Etobicoke,2020,988400.0,6.81
4599,Etobicoke,2020,1007500.0,9.35
4600,Etobicoke,2020,1011500.0,8.79
4601,Etobicoke,2020,1019100.0,8.26
4602,Etobicoke,2020,1019100.0,8.9
4603,Etobicoke,2020,1005500.0,7.5
4604,Etobicoke,2020,1003900.0,6.79
4605,Etobicoke,2021,1007500.0,6.09
4606,Etobicoke,2021,1043000.0,8.05
4607,Etobicoke,2021,1079700.0,8.67
4608,Etobicoke,2015,437500.0,8.48
4609,Etobicoke,2015,434700.0,10.24
4610,Etobicoke,2015,433400.0,10.13
4611,Etobicoke,2015,429300.0,8.59
4612,Etobicoke,2015,437800.0,6.98
4613,Etobicoke,2015,441700.0,6.05
4614,Etobicoke,2016,446000.0,6.51
4615,Etobicoke,2016,455800.0,9.38
4616,Etobicoke,2016,457800.0,7.88
4617,Etobicoke,2016,472000.0,9.16
4618,Etobicoke,2016,486600.0,13.16
4619,Etobicoke,2016,500000.0,14.62
4620,Etobicoke,2016,489800.0,11.41
4621,Etobicoke,2016,490700.0,12.1
4622,Etobicoke,2016,497900.0,14.42
4623,Etobicoke,2016,521300.0,21.09
4624,Etobicoke,2016,510500.0,16.49
4625,Etobicoke,2016,509800.0,15.37
4626,Etobicoke,2017,508000.0,15.71
4627,Etobicoke,2017,511300.0,14.75
4628,Etobicoke,2017,542500.0,21.68
4629,Etobicoke,2017,580000.0,25.97
4630,Etobicoke,2017,579700.0,22.24
4631,Etobicoke,2017,580500.0,18.99
4632,Etobicoke,2017,561600.0,17.98
4633,Etobicoke,2017,558300.0,16.8
4634,Etobicoke,2017,559300.0,14.6
4635,Etobicoke,2017,565400.0,10.59
4636,Etobicoke,2017,560300.0,12.14
4637,Etobicoke,2017,560300.0,11.92
4638,Etobicoke,2018,555100.0,9.21
4639,Etobicoke,2018,558600.0,9.47
4640,Etobicoke,2018,568700.0,4.83
4641,Etobicoke,2018,579500.0,-0.09
4642,Etobicoke,2018,595800.0,2.78
4643,Etobicoke,2018,595100.0,2.52
4644,Etobicoke,2018,602900.0,7.35
4645,Etobicoke,2018,593800.0,6.36
4646,Etobicoke,2018,609200.0,8.91
4647,Etobicoke,2018,610200.0,7.93
4648,Etobicoke,2018,607200.0,8.36
4649,Etobicoke,2018,602900.0,7.59
4650,Etobicoke,2019,596100.0,7.39
4651,Etobicoke,2019,592600.0,6.08
4652,Etobicoke,2019,610200.0,7.3
4653,Etobicoke,2019,623800.0,7.65
4654,Etobicoke,2019,626800.0,5.2
4655,Etobicoke,2019,632600.0,6.3
4656,Etobicoke,2019,636600.0,5.59
4657,Etobicoke,2019,634400.0,6.82
4658,Etobicoke,2019,635400.0,4.3
4659,Etobicoke,2019,638100.0,4.58
4660,Etobicoke,2019,645900.0,6.38
4661,Etobicoke,2019,643200.0,6.68
4662,Etobicoke,2020,653700.0,9.67
4663,Etobicoke,2020,665800.0,12.36
4664,Etobicoke,2020,688200.0,12.79
4665,Etobicoke,2020,691500.0,10.86
4666,Etobicoke,2020,697800.0,11.33
4667,Etobicoke,2020,700800.0,10.83
4668,Etobicoke,2020,720400.0,13.17
4669,Etobicoke,2020,724000.0,14.17
4670,Etobicoke,2020,712600.0,12.16
4671,Etobicoke,2020,714600.0,11.99
4672,Etobicoke,2020,708300.0,9.66
4673,Etobicoke,2020,727000.0,12.99
4674,Etobicoke,2021,724200.0,10.78
4675,Etobicoke,2021,746900.0,12.17
4676,Etobicoke,2021,764000.0,11.09
4677,Etobicoke,2015,373700.0,8.2
4678,Etobicoke,2015,380600.0,8.61
4679,Etobicoke,2015,381100.0,9.54
4680,Etobicoke,2015,381100.0,8.67
4681,Etobicoke,2015,383400.0,9.26
4682,Etobicoke,2015,385800.0,9.27
4683,Etobicoke,2016,399000.0,12.06
4684,Etobicoke,2016,398100.0,9.51
4685,Etobicoke,2016,408300.0,11.05
4686,Etobicoke,2016,413100.0,11.18
4687,Etobicoke,2016,419900.0,12.64
4688,Etobicoke,2016,429800.0,14.96
4689,Etobicoke,2016,438900.0,17.53
4690,Etobicoke,2016,446100.0,17.2
4691,Etobicoke,2016,450300.0,18.15
4692,Etobicoke,2016,464000.0,21.74
4693,Etobicoke,2016,469300.0,22.4
4694,Etobicoke,2016,469500.0,21.79
4695,Etobicoke,2017,466500.0,20.08
4696,Etobicoke,2017,478900.0,21.91
4697,Etobicoke,2017,498000.0,22.54
4698,Etobicoke,2017,528200.0,28.64
4699,Etobicoke,2017,552600.0,32.21
4700,Etobicoke,2017,557400.0,31.17
4701,Etobicoke,2017,558600.0,30.73
4702,Etobicoke,2017,533200.0,22.75
4703,Etobicoke,2017,524700.0,18.65
4704,Etobicoke,2017,516400.0,14.21
4705,Etobicoke,2017,519400.0,13.09
4706,Etobicoke,2017,523300.0,13.71
4707,Etobicoke,2018,530000.0,13.52
4708,Etobicoke,2018,537600.0,12.27
4709,Etobicoke,2018,548900.0,10.12
4710,Etobicoke,2018,550300.0,4.19
4711,Etobicoke,2018,555100.0,0.37
4712,Etobicoke,2018,552100.0,-0.95
4713,Etobicoke,2018,556700.0,-0.33
4714,Etobicoke,2018,554900.0,4.06
4715,Etobicoke,2018,548700.0,4.57
4716,Etobicoke,2018,563200.0,9.05
4717,Etobicoke,2018,570300.0,9.8
4718,Etobicoke,2018,562900.0,7.57
4719,Etobicoke,2019,553000.0,4.35
4720,Etobicoke,2019,559000.0,3.98
4721,Etobicoke,2019,573300.0,4.45
4722,Etobicoke,2019,586700.0,6.61
4723,Etobicoke,2019,596100.0,7.39
4724,Etobicoke,2019,604900.0,9.55
4725,Etobicoke,2019,606700.0,8.98
4726,Etobicoke,2019,612900.0,10.46
4727,Etobicoke,2019,618000.0,12.64
4728,Etobicoke,2019,622400.0,10.51
4729,Etobicoke,2019,622100.0,9.09
4730,Etobicoke,2019,621200.0,10.35
4731,Etobicoke,2020,633700.0,14.58
4732,Etobicoke,2020,658300.0,17.76
4733,Etobicoke,2020,677200.0,18.12
4734,Etobicoke,2020,683600.0,16.58
4735,Etobicoke,2020,684300.0,14.26
4736,Etobicoke,2020,667900.0,9.9
4737,Etobicoke,2020,690600.0,13.17
4738,Etobicoke,2020,700400.0,13.63
4739,Etobicoke,2020,704900.0,13.41
4740,Etobicoke,2020,710400.0,13.79
4741,Etobicoke,2020,710400.0,13.33
4742,Etobicoke,2020,707000.0,13.45
4743,Etobicoke,2021,710400.0,12.36
4744,Etobicoke,2021,743500.0,12.62
4745,Etobicoke,2021,772100.0,13.79
